knowledge,age,status,handicap,intention,degree,experience,pe,ml,apec,cap,espace_metier
false,[16-30],Sans activité,true,true,BEP,false,false,false,false,true,true
false,[16-30],Sans activité,true,true,BEP,false,false,false,false,false,true
false,[16-30],Sans activité,true,false,BEPC,true,true,true,false,true,true
false,[16-30],Sans activité,true,false,BEPC,true,true,true,false,false,true
false,[16-30],Sans activité,true,false,BEPC,true,true,false,false,true,true
false,[16-30],Sans activité,true,false,BEPC,true,true,false,false,false,true
false,[16-30],Sans activité,true,false,BEPC,true,false,true,false,true,true
false,[16-30],Sans activité,true,false,BEPC,true,false,true,false,false,true
false,[16-30],Sans activité,true,false,BEPC,true,false,false,false,true,true
false,[16-30],Sans activité,true,false,BEPC,true,false,false,false,false,true
false,[16-30],Sans activité,true,false,BEPC,false,true,true,false,true,true
false,[16-30],Sans activité,true,false,BEPC,false,true,true,false,false,true
false,[16-30],Sans activité,true,false,BEPC,false,true,false,false,true,true
false,[16-30],Sans activité,true,false,BEPC,false,true,false,false,false,true
false,[16-30],Sans activité,true,false,BEPC,false,false,true,false,true,true
false,[16-30],Sans activité,true,false,BEPC,false,false,true,false,false,true
false,[16-30],Sans activité,true,false,BEPC,false,false,false,false,true,true
false,[16-30],Sans activité,true,false,BEPC,false,false,false,false,false,true
false,[16-30],Sans activité,true,false,CAP,true,true,true,false,true,true
false,[16-30],Sans activité,true,false,CAP,true,true,true,false,false,true
false,[16-30],Sans activité,true,false,CAP,true,true,false,false,true,true
false,[16-30],Sans activité,true,false,CAP,true,true,false,false,false,true
false,[16-30],Sans activité,true,false,CAP,true,false,true,false,true,true
false,[16-30],Sans activité,true,false,CAP,true,false,true,false,false,true
false,[16-30],Sans activité,true,false,CAP,true,false,false,false,true,true
false,[16-30],Sans activité,true,false,CAP,true,false,false,false,false,true
false,[16-30],Sans activité,true,false,CAP,false,true,true,false,true,true
false,[16-30],Sans activité,true,false,CAP,false,true,true,false,false,true
false,[16-30],Sans activité,true,false,CAP,false,true,false,false,true,true
false,[16-30],Sans activité,true,false,CAP,false,true,false,false,false,true
false,[16-30],Sans activité,true,false,CAP,false,false,true,false,true,true
false,[16-30],Sans activité,true,false,CAP,false,false,true,false,false,true
false,[16-30],Sans activité,true,false,CAP,false,false,false,false,true,true
false,[16-30],Sans activité,true,false,CAP,false,false,false,false,false,true
false,[16-30],Sans activité,true,false,BEP,true,true,true,false,true,true
false,[16-30],Sans activité,true,false,BEP,true,true,true,false,false,true
false,[16-30],Sans activité,true,false,BEP,true,true,false,false,true,true
false,[16-30],Sans activité,true,false,BEP,true,true,false,false,false,true
false,[16-30],Sans activité,true,false,BEP,true,false,true,false,true,true
false,[16-30],Sans activité,true,false,BEP,true,false,true,false,false,true
false,[16-30],Sans activité,true,false,BEP,true,false,false,false,true,true
false,[16-30],Sans activité,true,false,BEP,true,false,false,false,false,true
false,[16-30],Sans activité,true,false,BEP,false,true,true,false,true,true
false,[16-30],Sans activité,true,false,BEP,false,true,true,false,false,true
false,[16-30],Sans activité,true,false,BEP,false,true,false,false,true,true
false,[16-30],Sans activité,true,false,BEP,false,true,false,false,false,true
false,[16-30],Sans activité,true,false,BEP,false,false,true,false,true,true
false,[16-30],Sans activité,true,false,BEP,false,false,true,false,false,true
false,[16-30],Sans activité,true,false,BEP,false,false,false,false,true,true
false,[16-30],Sans activité,true,false,BEP,false,false,false,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,true,true,true,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,true,true,true,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,true,true,false,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,true,true,false,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,true,false,true,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,true,false,true,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,true,false,false,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,true,false,false,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,false,true,true,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,false,true,true,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,false,true,false,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,false,true,false,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,false,false,true,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,false,false,true,false,false,true
false,[16-30],Salarié·e,true,true,BEPC,false,false,false,false,true,true
false,[16-30],Salarié·e,true,true,BEPC,false,false,false,false,false,true
false,[16-30],Salarié·e,true,true,CAP,true,true,true,false,true,true
false,[16-30],Salarié·e,true,true,CAP,true,true,true,false,false,true
false,[16-30],Salarié·e,true,true,CAP,true,true,false,false,true,true
false,[16-30],Salarié·e,true,true,CAP,true,true,false,false,false,true
false,[16-30],Salarié·e,true,true,CAP,true,false,true,false,true,true
false,[16-30],Salarié·e,true,true,CAP,true,false,true,false,false,true
false,[16-30],Salarié·e,true,true,CAP,true,false,false,false,true,true
false,[16-30],Salarié·e,true,true,CAP,true,false,false,false,false,true
false,[16-30],Salarié·e,true,true,CAP,false,true,true,false,true,true
false,[16-30],Salarié·e,true,true,CAP,false,true,true,false,false,true
false,[16-30],Salarié·e,true,true,CAP,false,true,false,false,true,true
false,[16-30],Salarié·e,true,true,CAP,false,true,false,false,false,true
false,[16-30],Salarié·e,true,true,CAP,false,false,true,false,true,true
false,[16-30],Salarié·e,true,true,CAP,false,false,true,false,false,true
false,[16-30],Salarié·e,true,true,CAP,false,false,false,false,true,true
false,[16-30],Salarié·e,true,true,CAP,false,false,false,false,false,true
false,[16-30],Salarié·e,true,true,BEP,true,true,true,false,true,true
false,[16-30],Salarié·e,true,true,BEP,true,true,true,false,false,true
false,[16-30],Salarié·e,true,true,BEP,true,true,false,false,true,true
false,[16-30],Salarié·e,true,true,BEP,true,true,false,false,false,true
false,[16-30],Salarié·e,true,true,BEP,true,false,true,false,true,true
false,[16-30],Salarié·e,true,true,BEP,true,false,true,false,false,true
false,[16-30],Salarié·e,true,true,BEP,true,false,false,false,true,true
false,[16-30],Salarié·e,true,true,BEP,true,false,false,false,false,true
false,[16-30],Salarié·e,true,true,BEP,false,true,true,false,true,true
false,[16-30],Salarié·e,true,true,BEP,false,true,true,false,false,true
false,[16-30],Salarié·e,true,true,BEP,false,true,false,false,true,true
false,[16-30],Salarié·e,true,true,BEP,false,true,false,false,false,true
false,[16-30],Salarié·e,true,true,BEP,false,false,true,false,true,true
false,[16-30],Salarié·e,true,true,BEP,false,false,true,false,false,true
false,[16-30],Salarié·e,true,true,BEP,false,false,false,false,true,true
false,[16-30],Salarié·e,true,true,BEP,false,false,false,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,true,true,true,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,true,true,true,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,true,true,false,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,true,true,false,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,true,false,true,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,true,false,true,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,true,false,false,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,true,false,false,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,false,true,true,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,false,true,true,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,false,true,false,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,false,true,false,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,false,false,true,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,false,false,true,false,false,true
false,[16-30],Salarié·e,true,false,BEPC,false,false,false,false,true,true
false,[16-30],Salarié·e,true,false,BEPC,false,false,false,false,false,true
false,[16-30],Salarié·e,true,false,CAP,true,true,true,false,true,true
false,[16-30],Salarié·e,true,false,CAP,true,true,true,false,false,true
false,[16-30],Salarié·e,true,false,CAP,true,true,false,false,true,true
false,[16-30],Salarié·e,true,false,CAP,true,true,false,false,false,true
false,[16-30],Salarié·e,true,false,CAP,true,false,true,false,true,true
false,[16-30],Salarié·e,true,false,CAP,true,false,true,false,false,true
false,[16-30],Salarié·e,true,false,CAP,true,false,false,false,true,true
false,[16-30],Salarié·e,true,false,CAP,true,false,false,false,false,true
false,[16-30],Salarié·e,true,false,CAP,false,true,true,false,true,true
false,[16-30],Salarié·e,true,false,CAP,false,true,true,false,false,true
false,[16-30],Salarié·e,true,false,CAP,false,true,false,false,true,true
false,[16-30],Salarié·e,true,false,CAP,false,true,false,false,false,true
false,[16-30],Salarié·e,true,false,CAP,false,false,true,false,true,true
false,[16-30],Salarié·e,true,false,CAP,false,false,true,false,false,true
false,[16-30],Salarié·e,true,false,CAP,false,false,false,false,true,true
false,[16-30],Salarié·e,true,false,CAP,false,false,false,false,false,true
false,[16-30],Salarié·e,true,false,BEP,true,true,true,false,true,true
false,[16-30],Salarié·e,true,false,BEP,true,true,true,false,false,true
false,[16-30],Salarié·e,true,false,BEP,true,true,false,false,true,true
false,[16-30],Salarié·e,true,false,BEP,true,true,false,false,false,true
false,[16-30],Salarié·e,true,false,BEP,true,false,true,false,true,true
false,[16-30],Salarié·e,true,false,BEP,true,false,true,false,false,true
false,[16-30],Salarié·e,true,false,BEP,true,false,false,false,true,true
false,[16-30],Salarié·e,true,false,BEP,true,false,false,false,false,true
false,[16-30],Salarié·e,true,false,BEP,false,true,true,false,true,true
false,[16-30],Salarié·e,true,false,BEP,false,true,true,false,false,true
false,[16-30],Salarié·e,true,false,BEP,false,true,false,false,true,true
false,[16-30],Salarié·e,true,false,BEP,false,true,false,false,false,true
false,[16-30],Salarié·e,true,false,BEP,false,false,true,false,true,true
false,[16-30],Salarié·e,true,false,BEP,false,false,true,false,false,true
false,[16-30],Salarié·e,true,false,BEP,false,false,false,false,true,true
false,[16-30],Salarié·e,true,false,BEP,false,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,true,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEPC,false,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,true,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,CAP,false,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,true,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,true,BEP,false,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,true,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEPC,false,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,true,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,CAP,false,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,true,false,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,true,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,true,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,true,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,true,false,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,false,true,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,false,true,false,false,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,false,false,false,true,true
false,[16-30],Stagiaire – En formation,true,false,BEP,false,false,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,true,true,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,true,true,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,true,true,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,true,true,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,true,false,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,true,false,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,true,false,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,true,false,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,false,true,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,false,true,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,false,true,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,false,true,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,false,false,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,false,false,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEPC,false,false,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEPC,false,false,false,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,true,true,true,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,true,true,true,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,true,true,false,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,true,true,false,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,true,false,true,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,true,false,true,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,true,false,false,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,true,false,false,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,false,true,true,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,false,true,true,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,false,true,false,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,false,true,false,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,false,false,true,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,false,false,true,false,false,true
false,[16-30],Apprenti·e,true,true,CAP,false,false,false,false,true,true
false,[16-30],Apprenti·e,true,true,CAP,false,false,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,true,true,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,true,true,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,true,true,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,true,true,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,true,false,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,true,false,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,true,false,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,true,false,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,false,true,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,false,true,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,false,true,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,false,true,false,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,false,false,true,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,false,false,true,false,false,true
false,[16-30],Apprenti·e,true,true,BEP,false,false,false,false,true,true
false,[16-30],Apprenti·e,true,true,BEP,false,false,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,true,true,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,true,true,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,true,true,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,true,true,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,true,false,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,true,false,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,true,false,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,true,false,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,false,true,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,false,true,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,false,true,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,false,true,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,false,false,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,false,false,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEPC,false,false,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEPC,false,false,false,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,true,true,true,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,true,true,true,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,true,true,false,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,true,true,false,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,true,false,true,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,true,false,true,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,true,false,false,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,true,false,false,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,false,true,true,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,false,true,true,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,false,true,false,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,false,true,false,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,false,false,true,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,false,false,true,false,false,true
false,[16-30],Apprenti·e,true,false,CAP,false,false,false,false,true,true
false,[16-30],Apprenti·e,true,false,CAP,false,false,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,true,true,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,true,true,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,true,true,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,true,true,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,true,false,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,true,false,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,true,false,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,true,false,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,false,true,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,false,true,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,false,true,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,false,true,false,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,false,false,true,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,false,false,true,false,false,true
false,[16-30],Apprenti·e,true,false,BEP,false,false,false,false,true,true
false,[16-30],Apprenti·e,true,false,BEP,false,false,false,false,false,true
false,[26-30],Sans activité,true,true,BEPC,true,true,true,false,true,true
false,[26-30],Sans activité,true,true,BEPC,true,true,true,false,false,true
false,[26-30],Sans activité,true,true,BEPC,true,true,false,false,true,true
false,[26-30],Sans activité,true,true,BEPC,true,true,false,false,false,true
false,[26-30],Sans activité,true,true,BEPC,true,false,true,false,true,true
false,[26-30],Sans activité,true,true,BEPC,true,false,true,false,false,true
false,[26-30],Sans activité,true,true,BEPC,true,false,false,false,true,true
false,[26-30],Sans activité,true,true,BEPC,true,false,false,false,false,true
false,[26-30],Sans activité,true,true,BEPC,false,true,true,false,true,true
false,[26-30],Sans activité,true,true,BEPC,false,true,true,false,false,true
false,[26-30],Sans activité,true,true,BEPC,false,true,false,false,true,true
false,[26-30],Sans activité,true,true,BEPC,false,true,false,false,false,true
false,[26-30],Sans activité,true,true,BEPC,false,false,true,false,true,true
false,[26-30],Sans activité,true,true,BEPC,false,false,true,false,false,true
false,[26-30],Sans activité,true,true,BEPC,false,false,false,false,true,true
false,[26-30],Sans activité,true,true,BEPC,false,false,false,false,false,true
false,[26-30],Sans activité,true,true,CAP,true,true,true,false,true,true
false,[26-30],Sans activité,true,true,CAP,true,true,true,false,false,true
false,[26-30],Sans activité,true,true,CAP,true,true,false,false,true,true
false,[26-30],Sans activité,true,true,CAP,true,true,false,false,false,true
false,[26-30],Sans activité,true,true,CAP,true,false,true,false,true,true
false,[26-30],Sans activité,true,true,CAP,true,false,true,false,false,true
false,[26-30],Sans activité,true,true,CAP,true,false,false,false,true,true
false,[26-30],Sans activité,true,true,CAP,true,false,false,false,false,true
false,[26-30],Sans activité,true,true,CAP,false,true,true,false,true,true
false,[26-30],Sans activité,true,true,CAP,false,true,true,false,false,true
false,[26-30],Sans activité,true,true,CAP,false,true,false,false,true,true
false,[26-30],Sans activité,true,true,CAP,false,true,false,false,false,true
false,[26-30],Sans activité,true,true,CAP,false,false,true,false,true,true
false,[26-30],Sans activité,true,true,CAP,false,false,true,false,false,true
false,[26-30],Sans activité,true,true,CAP,false,false,false,false,true,true
false,[26-30],Sans activité,true,true,CAP,false,false,false,false,false,true
false,[26-30],Sans activité,true,true,BEP,true,true,true,false,true,true
false,[26-30],Sans activité,true,true,BEP,true,true,true,false,false,true
false,[26-30],Sans activité,true,true,BEP,true,true,false,false,true,true
false,[26-30],Sans activité,true,true,BEP,true,true,false,false,false,true
false,[26-30],Sans activité,true,true,BEP,true,false,true,false,true,true
false,[26-30],Sans activité,true,true,BEP,true,false,true,false,false,true
false,[26-30],Sans activité,true,true,BEP,true,false,false,false,true,true
false,[26-30],Sans activité,true,true,BEP,true,false,false,false,false,true
false,[26-30],Sans activité,true,true,BEP,false,true,true,false,true,true
false,[26-30],Sans activité,true,true,BEP,false,true,true,false,false,true
false,[26-30],Sans activité,true,true,BEP,false,true,false,false,true,true
false,[26-30],Sans activité,true,true,BEP,false,true,false,false,false,true
false,[26-30],Sans activité,true,true,BEP,false,false,true,false,true,true
false,[26-30],Sans activité,true,true,BEP,false,false,true,false,false,true
false,[26-30],Sans activité,true,true,BEP,false,false,false,false,true,true
false,[26-30],Sans activité,true,true,BEP,false,false,false,false,false,true
false,[26-30],Sans activité,true,false,BEPC,true,true,true,false,true,true
false,[26-30],Sans activité,true,false,BEPC,true,true,true,false,false,true
false,[26-30],Sans activité,true,false,BEPC,true,true,false,false,true,true
false,[26-30],Sans activité,true,false,BEPC,true,true,false,false,false,true
false,[26-30],Sans activité,true,false,BEPC,true,false,true,false,true,true
false,[26-30],Sans activité,true,false,BEPC,true,false,true,false,false,true
false,[26-30],Sans activité,true,false,BEPC,true,false,false,false,true,true
false,[26-30],Sans activité,true,false,BEPC,true,false,false,false,false,true
false,[26-30],Sans activité,true,false,BEPC,false,true,true,false,true,true
